control_id,matched_interval_id,variant,instrument,start_time,end_time,parent_direction,control_reassertion_atr,duration_mismatch_bars,atr_mismatch,realized_range_mismatch,parent_age_mismatch_bars,phase_location_mismatch,match_exact,mismatch_disclosure
CTRL_0003,ADA_0018,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0071,0.0023,0,0.675758,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0004,ADA_0026,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.00585,0.0064,0,0.664545,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0005,ADA_0027,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.00165,0.0012,0,0.087576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0006,ADA_0033,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.004164,0.0019,0,0.662121,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0007,ADA_0035,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.003957,0.0045,0,0.661515,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0008,ADA_0045,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0065,0.0022,0,0.667576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0009,ADA_0059,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.000443,0.001,0,0.077576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0010,ADA_0065,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.007607,0.0043,0,0.661515,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0011,ADA_0071,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.004743,0.0104,0,0.562727,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0012,ADA_0085,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.004629,0.0025,0,0.655455,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0013,ADA_0098,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.002971,0.0081,0,0.065758,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0014,ADA_0109,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.003607,0.0001,0,0.062727,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0015,ADA_0114,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.003914,0.004,0,0.646667,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0016,ADA_0139,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.007457,0.0022,0,0.639091,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0017,ADA_0153,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.003979,0.009,0,0.537879,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0018,ADA_0164,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.004721,0.0086,0,0.534545,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0019,ADA_0171,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009007,0.0055,0,0.629394,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0020,ADA_0172,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.00905,0.0051,0,0.629091,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0021,ADA_0179,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 12:00:00,2024-05-17 04:00:00,UP,2.47561,0,0.004507,0.0105,0,0.529697,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0022,ADA_0192,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.001314,0.0013,0,0.037576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0023,ADA_0195,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.005779,0.004,0,0.61303,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0024,ADA_0203,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.00055,0.0025,0,0.033939,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0025,ADA_0208,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.000257,0.0004,0,0.032727,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0026,ADA_0219,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.008507,0.0145,0,0.606061,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0027,ADA_0222,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005843,0.0088,0,0.51697,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0028,ADA_0239,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0081,0.003,0,0.608788,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0029,ADA_0249,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.008036,0.0078,0,0.596667,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0030,ADA_0256,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.009586,0.0165,0,0.594848,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0031,ADA_0263,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.009486,0.0125,0,0.592727,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0032,ADA_0268,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.001521,0.0009,0,0.014242,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0033,ADA_0274,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.007979,0.004,0,0.589394,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0034,ADA_0285,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.005971,0.0091,0,0.586061,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0035,ADA_0287,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.005743,0.0076,0,0.585758,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0036,ADA_0302,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.007807,0.0034,0,0.589697,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0037,ADA_0304,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.004814,0.0085,0,0.492121,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0038,ADA_0310,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.004543,0.0095,0,0.490303,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0039,ADA_0351,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 12:00:00,2024-05-17 04:00:00,UP,2.47561,0,0.005557,0.0149,0,0.477576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0040,ADA_0369,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.006443,0.0106,0,0.560606,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0041,ADA_0370,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.0051,0.0006,0,0.56,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0042,ADA_0375,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.000179,0.0011,0,0.018182,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0043,ADA_0406,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009036,0.0013,0,0.558182,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0044,ADA_0410,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.007914,0.008,0,0.547879,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0045,ADA_0416,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.008414,0.0135,0,0.546364,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0046,ADA_0429,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.00805,0.0061,0,0.542121,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0047,ADA_0434,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.00745,0.0028,0,0.540606,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0048,ADA_0446,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.007093,0.004,0,0.546061,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0049,ADA_0456,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005429,0.0093,0,0.446061,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0050,ADA_0461,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005436,0.0088,0,0.444545,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0051,ADA_0470,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009193,0.0054,0,0.538788,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0052,ADA_0482,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005257,0.0083,0,0.438182,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0053,ADA_0489,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.008514,0.0037,0,0.53303,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0054,ADA_0497,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.000971,0.0031,0,0.055152,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0055,ADA_0507,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.001857,0.0036,0,0.057879,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0056,ADA_0516,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009943,0.0027,0,0.524848,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0057,ADA_0518,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.008514,0.0082,0,0.515152,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0058,ADA_0530,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.006621,0.0098,0,0.423636,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0059,ADA_0531,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.009157,0.0137,0,0.511515,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0060,ADA_0535,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009821,0.0057,0,0.519091,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0061,ADA_0541,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0093,0.0046,0,0.517273,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0062,ADA_0543,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005629,0.0089,0,0.419697,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0063,ADA_0555,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.000907,0.0021,0,0.072424,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0064,ADA_0557,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.005271,0.0051,0,0.415455,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0065,ADA_0559,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.0088,0.0039,0,0.511818,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0066,ADA_0564,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.004414,0.0085,0,0.413333,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0067,ADA_0570,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.005614,0.002,0,0.499394,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0068,ADA_0595,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.007736,0.0075,0,0.491818,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0069,ADA_0602,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.011343,0.0367,0,0.490303,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0070,ADA_0608,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.00785,0.0066,0,0.487879,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0071,ADA_0609,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.001343,0.0032,0,0.088788,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0072,ADA_0612,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.007543,0.006,0,0.486667,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0073,ADA_0618,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.001343,0.0033,0,0.091515,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0074,ADA_0632,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009907,0.0062,0,0.489697,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0075,ADA_0633,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.009929,0.0062,0,0.489394,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0076,ADA_0642,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.010471,0.006,0,0.486667,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0077,ADA_0657,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.001314,0.0036,0,0.103333,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0078,ADA_1128,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.018793,0.0317,0,0.246364,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0079,ADA_1135,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.006379,0.0176,0,0.328182,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0080,ADA_1145,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.002721,0.0115,0,0.325455,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0081,ADA_1146,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.004421,0.0167,0,0.325152,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0082,ADA_1186,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.010164,0.009,0,0.263939,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0083,ADA_1187,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.009643,0.0117,0,0.264242,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0084,ADA_1188,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.003807,0.0012,0,0.224242,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0085,ADA_1191,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.001857,0.0044,0,0.311515,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0086,ADA_1193,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.006321,0.0098,0,0.265758,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0087,ADA_1206,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.005979,0.0051,0,0.27,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0088,ADA_1208,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.001186,0.0001,0,0.306061,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0089,ADA_1210,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,8.6e-05,0.0088,0,0.305758,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0090,ADA_1212,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.007021,0.0124,0,0.271818,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0091,ADA_1215,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.0005,0.0058,0,0.304242,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0092,ADA_1232,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-22 00:00:00,2023-08-22 16:00:00,DOWN,0.543002,0,0.004629,0.0078,0,0.277576,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0093,ADA_1234,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.001843,0.0022,0,0.298485,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0094,ADA_1237,BOUNDARY_AT_COUNTER_END,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.006579,0.0084,0,0.279394,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
CTRL_0095,ADA_1238,BOUNDARY_AT_COUNTER_END,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.0003,0.0054,0,0.297273,0,"candidate parent direction, duration, and parent age exact; nearest deterministic reassertion ATR, then time location; realized-range mismatch explicit"
