control_id,matched_interval_id,gate,instrument,start_time,end_time,parent_direction,control_reassertion_atr,counter_duration_mismatch_bars,balance_duration_mismatch_bars,parent_age_mismatch_bars,atr_mismatch,realized_range_mismatch,time_location_mismatch,match_exact,mismatch_disclosure
DURATION_1_0180,ADA_1902,DURATION_1,ADAUSDT,2024-05-15 08:00:00,2024-05-16 00:00:00,DOWN,-0.73967339,0,0,0,0.00247143,0.0001,0.00545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0181,ADA_1912,DURATION_1,ADAUSDT,2024-05-14 20:00:00,2024-05-15 12:00:00,DOWN,-1.82555066,0,0,0,0.00045,0.0008,0.00151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0182,ADA_1965,DURATION_1,ADAUSDT,2024-05-23 20:00:00,2024-05-24 12:00:00,DOWN,0.39810427,0,0,0,0.00332143,0.0008,0.00181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0183,ADA_1987,DURATION_1,ADAUSDT,2024-05-24 08:00:00,2024-05-25 00:00:00,DOWN,-0.17150226,0,0,0,0.00704286,0.002,0.00393939,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0184,ADA_1994,DURATION_1,ADAUSDT,2024-05-18 20:00:00,2024-05-19 12:00:00,UP,-1.03205128,0,0,0,0.00077143,0.0016,0.01606061,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0185,ADA_2001,DURATION_1,ADAUSDT,2024-05-24 04:00:00,2024-05-24 20:00:00,DOWN,0.06960845,0,0,0,0.00447143,0.0002,0.00848485,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0186,ADA_2009,DURATION_1,ADAUSDT,2024-05-24 08:00:00,2024-05-25 00:00:00,DOWN,-0.17150226,0,0,0,0.00487143,0.0011,0.01060606,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0187,ADA_2013,DURATION_1,ADAUSDT,2024-05-24 08:00:00,2024-05-25 00:00:00,DOWN,-0.17150226,0,0,0,0.00471429,0.001,0.01181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0188,ADA_2034,DURATION_1,ADAUSDT,2024-05-18 20:00:00,2024-05-19 12:00:00,UP,-1.03205128,0,0,0,0.00116429,0.0006,0.02818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0189,ADA_2037,DURATION_1,ADAUSDT,2024-05-18 12:00:00,2024-05-19 04:00:00,UP,-0.26465028,0,0,0,0.00081429,0.0003,0.02969697,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0190,ADA_2050,DURATION_1,ADAUSDT,2024-05-24 08:00:00,2024-05-25 00:00:00,DOWN,-0.17150226,0,0,0,0.00719286,0.0002,0.0230303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0191,ADA_2070,DURATION_1,ADAUSDT,2024-06-21 20:00:00,2024-06-22 12:00:00,DOWN,-1.11051693,0,0,0,0.00167143,0.0011,0.02272727,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0192,ADA_2071,DURATION_1,ADAUSDT,2024-06-21 16:00:00,2024-06-22 08:00:00,DOWN,-0.13257576,0,0,0,0.00219286,0.0001,0.02212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0193,ADA_2072,DURATION_1,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,UP,-0.54973822,0,0,0,0.00203571,0.0009,0.02030303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0194,ADA_2086,DURATION_1,ADAUSDT,2024-06-22 00:00:00,2024-06-22 16:00:00,DOWN,0.06375228,0,0,0,0.00149286,0.004,0.01818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0195,ADA_2088,DURATION_1,ADAUSDT,2024-06-21 00:00:00,2024-06-21 16:00:00,DOWN,0.24454148,0,0,0,0.00095,0.002,0.01575758,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0196,ADA_2097,DURATION_1,ADAUSDT,2024-06-21 20:00:00,2024-06-22 12:00:00,DOWN,-1.11051693,0,0,0,0.00047857,0.0007,0.01454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0197,ADA_2098,DURATION_1,ADAUSDT,2024-06-21 00:00:00,2024-06-21 16:00:00,DOWN,0.24454148,0,0,0,0.00048571,0.002,0.01272727,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0198,ADA_2106,DURATION_1,ADAUSDT,2024-06-21 20:00:00,2024-06-22 12:00:00,DOWN,-1.11051693,0,0,0,0.00135714,0.0005,0.01181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0199,ADA_2117,DURATION_1,ADAUSDT,2024-06-23 20:00:00,2024-06-24 12:00:00,DOWN,0.24137931,0,0,0,0.00011429,0.0136,0.01212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0200,ADA_2118,DURATION_1,ADAUSDT,2024-06-21 00:00:00,2024-06-21 16:00:00,DOWN,0.24454148,0,0,0,0.00065714,0.0021,0.00666667,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0201,ADA_2126,DURATION_1,ADAUSDT,2024-06-21 08:00:00,2024-06-22 00:00:00,DOWN,0.32792793,0,0,0,0.00515,0.0006,0.00484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0202,ADA_2134,DURATION_1,ADAUSDT,2024-06-21 04:00:00,2024-06-21 20:00:00,UP,-0.28420124,0,0,0,0.00095714,0.0048,0.00212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0203,ADA_2173,DURATION_1,ADAUSDT,2024-06-24 04:00:00,2024-06-24 20:00:00,DOWN,-1.15702479,0,0,0,0.00065,0.0033,0.00424242,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0204,ADA_2179,DURATION_1,ADAUSDT,2024-06-24 04:00:00,2024-06-24 20:00:00,DOWN,-1.15702479,0,0,0,0.00131429,0.0017,0.00606061,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0205,ADA_2184,DURATION_1,ADAUSDT,2024-07-03 00:00:00,2024-07-03 16:00:00,UP,-0.36195753,0,0,0,0.00019286,0.0007,0.00848485,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0206,ADA_2202,DURATION_1,ADAUSDT,2024-07-03 04:00:00,2024-07-03 20:00:00,UP,0.38854073,0,0,0,0.00151429,0.0045,0.00333333,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0207,ADA_2204,DURATION_1,ADAUSDT,2024-07-03 04:00:00,2024-07-03 20:00:00,UP,0.38854073,0,0,0,0.00150714,0.0058,0.00272727,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0208,ADA_2206,DURATION_1,ADAUSDT,2024-07-03 04:00:00,2024-07-03 20:00:00,UP,0.38854073,0,0,0,0.00136429,0.0018,0.00212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0209,ADA_2265,DURATION_1,ADAUSDT,2024-07-09 12:00:00,2024-07-10 04:00:00,UP,0.40076336,0,0,0,0.00396429,0.0019,0.00424242,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0210,ADA_2266,DURATION_1,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.54130053,0,0,0,0.00406429,0.0039,0.00545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0211,ADA_2269,DURATION_1,ADAUSDT,2024-07-09 12:00:00,2024-07-10 04:00:00,UP,0.40076336,0,0,0,0.00302143,0.0007,0.00545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0212,ADA_2271,DURATION_1,ADAUSDT,2024-07-09 12:00:00,2024-07-10 04:00:00,UP,0.40076336,0,0,0,0.00285714,0.0007,0.00606061,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0213,ADA_2272,DURATION_1,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.54130053,0,0,0,0.00239286,0.0086,0.00727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0214,ADA_2289,DURATION_1,ADAUSDT,2024-07-09 12:00:00,2024-07-10 04:00:00,UP,0.40076336,0,0,0,0.00212143,0.0011,0.01151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0215,ADA_2297,DURATION_1,ADAUSDT,2024-07-09 16:00:00,2024-07-10 08:00:00,DOWN,-0.02904564,0,0,0,0.00028571,0.0006,0.01363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0216,ADA_2301,DURATION_1,ADAUSDT,2024-07-09 16:00:00,2024-07-10 08:00:00,DOWN,-0.02904564,0,0,0,7.14e-06,0.0018,0.01484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0217,ADA_2312,DURATION_1,ADAUSDT,2024-07-08 16:00:00,2024-07-09 08:00:00,DOWN,-0.21914509,0,0,0,0.00257143,0.0004,0.02,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0218,ADA_2332,DURATION_1,ADAUSDT,2024-07-09 16:00:00,2024-07-10 08:00:00,DOWN,-0.02904564,0,0,0,0.00095714,0.0016,0.02424242,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0219,ADA_2337,DURATION_1,ADAUSDT,2024-07-09 16:00:00,2024-07-10 08:00:00,DOWN,-0.02904564,0,0,0,0.00257857,0.0031,0.02575758,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0220,ADA_2344,DURATION_1,ADAUSDT,2024-07-09 16:00:00,2024-07-10 08:00:00,DOWN,-0.02904564,0,0,0,0.00208571,0.0008,0.02787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0221,ADA_2355,DURATION_1,ADAUSDT,2024-07-09 12:00:00,2024-07-10 04:00:00,UP,0.40076336,0,0,0,0.004,0.004,0.03151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0222,ADA_2366,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00063571,0.0017,0.03484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0223,ADA_2367,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00050714,0.0023,0.03454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0224,ADA_2377,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00055714,0.004,0.03151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0225,ADA_2380,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00036429,0.0036,0.03060606,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0226,ADA_2385,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00021429,0.0034,0.02909091,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0227,ADA_2388,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00185714,0.0134,0.02818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0228,ADA_2391,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.0022,0.0037,0.02727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0229,ADA_2397,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.0036,0.0003,0.02545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0230,ADA_2398,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00384286,0.0095,0.02515152,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0231,ADA_2403,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00221429,0.0011,0.02363636,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0232,ADA_2405,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00328571,0.0156,0.0230303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0233,ADA_2406,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00203571,0.0074,0.02272727,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0234,ADA_2414,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.01110714,0.0068,0.02030303,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0235,ADA_2424,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.004,0.0068,0.01787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0236,ADA_2429,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00212857,0.0007,0.01636364,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0237,ADA_2434,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00175714,0.0046,0.01484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0238,ADA_2443,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00173571,0.0011,0.01212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0239,ADA_2452,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,0.00075714,0.0118,0.00878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0240,ADA_2458,DURATION_1,ADAUSDT,2024-08-17 00:00:00,2024-08-17 16:00:00,UP,-0.02506714,0,0,0,0.00054286,0.0003,0.00727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0241,ADA_2466,DURATION_1,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,UP,-0.53347065,0,0,0,0.00129286,0.0,0.00545455,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0242,ADA_2470,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00083571,0.0017,0.00454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0243,ADA_2475,DURATION_1,ADAUSDT,2024-08-16 20:00:00,2024-08-17 12:00:00,DOWN,-0.45283019,0,0,0,3.571e-05,0.0086,0.00181818,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0244,ADA_2502,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00083571,0.0019,0.00484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0245,ADA_2503,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00064286,0.0035,0.00515152,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0246,ADA_2505,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.001,0.0048,0.00666667,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0247,ADA_2506,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00062857,0.0044,0.0069697,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0248,ADA_2510,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00093571,0.0003,0.00818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0249,ADA_2513,DURATION_1,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,UP,-0.53347065,0,0,0,0.00142143,0.0004,0.00878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0250,ADA_2515,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00074286,0.0,0.00969697,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0251,ADA_2522,DURATION_1,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,UP,-0.53347065,0,0,0,0.00052143,0.0001,0.01151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0252,ADA_2524,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00072143,0.0002,0.01242424,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0253,ADA_2529,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00014286,0.0007,0.01393939,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0254,ADA_2540,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00087857,0.002,0.01666667,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0255,ADA_2543,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00044286,0.0029,0.01757576,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0256,ADA_2545,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00142143,0.0024,0.01818182,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0257,ADA_2547,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00205714,0.0114,0.01878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0258,ADA_2554,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00319286,0.0032,0.02090909,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0259,ADA_2575,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00157143,0.0004,0.02727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0260,ADA_2601,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00116429,0.0012,0.03515152,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0261,ADA_2611,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00112857,0.0022,0.03878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0262,ADA_2612,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00112143,0.0002,0.03909091,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0263,ADA_2614,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,2.857e-05,0.0058,0.03878788,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0264,ADA_2616,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00027143,0.0037,0.03939394,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0265,ADA_2623,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00025714,0.0029,0.04151515,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0266,ADA_2628,DURATION_1,ADAUSDT,2024-08-17 12:00:00,2024-08-18 04:00:00,DOWN,-0.19382322,0,0,0,0.00138571,0.0011,0.04333333,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0267,ADA_2643,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00049286,0.0021,0.04757576,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0268,ADA_2656,DURATION_1,ADAUSDT,2024-10-09 20:00:00,2024-10-10 12:00:00,DOWN,0.28247163,0,0,0,0.00056429,0.0006,0.04515152,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0269,ADA_2660,DURATION_1,ADAUSDT,2024-10-10 08:00:00,2024-10-11 00:00:00,DOWN,-0.24661247,0,0,0,0.00042857,0.0005,0.04484848,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0270,ADA_2668,DURATION_1,ADAUSDT,2024-10-10 04:00:00,2024-10-10 20:00:00,DOWN,-0.56584094,0,0,0,0.00031429,0.0048,0.04212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0271,ADA_2674,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00077857,0.0019,0.0569697,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0272,ADA_2675,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,0.00033571,0.0095,0.05727273,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0273,ADA_2676,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00113571,0.0075,0.05848485,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0274,ADA_2682,DURATION_1,ADAUSDT,2024-08-17 16:00:00,2024-08-18 08:00:00,UP,0.3960827,0,0,0,9.286e-05,0.0011,0.05939394,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0275,ADA_2694,DURATION_1,ADAUSDT,2024-10-10 08:00:00,2024-10-11 00:00:00,DOWN,-0.24661247,0,0,0,0.00057857,0.0009,0.03454545,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0276,ADA_2701,DURATION_1,ADAUSDT,2024-10-10 04:00:00,2024-10-10 20:00:00,DOWN,-0.56584094,0,0,0,9.286e-05,0.008,0.03212121,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
DURATION_1_0277,ADA_2707,DURATION_1,ADAUSDT,2024-08-17 04:00:00,2024-08-17 20:00:00,UP,0.26727273,0,0,0,0.00116429,0.0006,0.06787879,0,"direction, parent age, counter and balance duration exact; nearest deterministic ATR, balance realized range, then time location; all source detections excluded"
