control_id,matched_interval_id,instrument,start_time,end_time,parent_direction,control_reassertion_atr,duration_mismatch_bars,atr_mismatch,parent_age_mismatch_bars,phase_location_mismatch,match_exact,mismatch_disclosure
CTRL_0132,ADA_1614,ADAUSDT,2023-08-22 20:00:00,2023-08-23 12:00:00,UP,0.714514,0,0.008357,0,0.391818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0133,ADA_1619,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.002379,0,0.190606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0134,ADA_1622,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.005414,0,0.284242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0135,ADA_1623,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.012307,0,0.398182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0136,ADA_1641,ADAUSDT,2023-07-12 08:00:00,2023-07-13 00:00:00,DOWN,0.581227,0,0.009314,0,0.475455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0137,ADA_1650,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,DOWN,0.533471,0,0.002543,0,0.252727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0138,ADA_1651,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.005829,0,0.406667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0139,ADA_1656,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.008879,0,0.408182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0140,ADA_1658,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.004443,0,0.153333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0141,ADA_1677,ADAUSDT,2024-03-20 00:00:00,2024-03-20 16:00:00,UP,1.075428,0,0.017,0,0.028788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0142,ADA_1680,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.006421,0,0.08,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0143,ADA_1691,ADAUSDT,2024-01-10 08:00:00,2024-01-11 00:00:00,UP,0.697819,0,0.015229,0,0.159697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0144,ADA_1693,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.00345,0,0.343333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0145,ADA_1694,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.003986,0,0.34303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0146,ADA_1696,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.005493,0,0.42,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0147,ADA_1700,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.018157,0,0.065758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0148,ADA_1712,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.012257,0,0.4,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0149,ADA_1717,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.006971,0,0.171212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0150,ADA_1726,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.021343,0,0.429394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0151,ADA_1737,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.019607,0,0.059394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0152,ADA_1741,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.018979,0,0.433636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0153,ADA_1748,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.0077,0,0.077879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0154,ADA_1753,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.010107,0,0.054545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0155,ADA_1758,ADAUSDT,2024-01-24 20:00:00,2024-01-25 12:00:00,DOWN,0.944831,0,0.003629,0,0.153636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0156,ADA_1760,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.010614,0,0.249697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0157,ADA_1764,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.00705,0,0.241212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0158,ADA_1765,ADAUSDT,2024-03-20 00:00:00,2024-03-20 16:00:00,UP,1.075428,0,0.013271,0,0.055455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0159,ADA_1767,ADAUSDT,2024-05-16 16:00:00,2024-05-17 08:00:00,UP,0.814216,0,0.009079,0,0.048788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0160,ADA_1768,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.010329,0,0.247273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0161,ADA_1776,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.004636,0,0.237576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0162,ADA_1784,ADAUSDT,2024-10-10 04:00:00,2024-10-10 20:00:00,UP,0.565841,0,0.00515,0,0.31,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0163,ADA_1790,ADAUSDT,2023-08-24 08:00:00,2023-08-25 00:00:00,DOWN,0.597561,0,0.0056,0,0.442424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0164,ADA_1791,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.007121,0,0.449091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0165,ADA_1814,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.002821,0,0.07303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0166,ADA_1825,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.001143,0,0.032727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0167,ADA_1826,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.005971,0,0.459697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0168,ADA_1831,ADAUSDT,2023-07-12 00:00:00,2023-07-12 16:00:00,DOWN,1.108434,0,0.007407,0,0.533636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0169,ADA_1838,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.006314,0,0.226061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0170,ADA_1845,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.002421,0,0.155152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0171,ADA_1857,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000643,0,0.220303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0172,ADA_1863,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.004607,0,0.463636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0173,ADA_1865,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.009836,0,0.216061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0174,ADA_1870,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.004807,0,0.465758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0175,ADA_1871,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.005321,0,0.471818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0176,ADA_1873,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.0012,0,0.080606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0177,ADA_1887,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.007407,0,0.478182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0178,ADA_1892,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.005793,0,0.454545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0179,ADA_1900,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,DOWN,0.533471,0,0.000593,0,0.17697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0180,ADA_1902,ADAUSDT,2024-07-04 04:00:00,2024-07-04 20:00:00,DOWN,1.335385,0,0.0058,0,0.096061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0181,ADA_1912,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.004321,0,0.478485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0182,ADA_1965,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.006407,0,0.501818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0183,ADA_1987,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.002436,0,0.020606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0184,ADA_1994,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000536,0,0.178788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0185,ADA_2001,ADAUSDT,2024-01-08 20:00:00,2024-01-09 12:00:00,DOWN,0.598375,0,0.012571,0,0.256364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0186,ADA_2009,ADAUSDT,2024-03-09 20:00:00,2024-03-10 12:00:00,DOWN,0.774363,0,0.009807,0,0.147879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0187,ADA_2013,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.003214,0,0.514848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0188,ADA_2034,ADAUSDT,2024-10-10 04:00:00,2024-10-10 20:00:00,UP,0.565841,0,0.001129,0,0.234242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0189,ADA_2037,ADAUSDT,2024-07-07 12:00:00,2024-07-08 04:00:00,UP,0.699001,0,0.002879,0,0.061212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0190,ADA_2050,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.000407,0,0.527576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0191,ADA_2070,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.001136,0,0.526364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0192,ADA_2071,ADAUSDT,2024-07-06 20:00:00,2024-07-07 12:00:00,DOWN,0.943056,0,0.00445,0,0.049697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0193,ADA_2072,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.003479,0,0.223939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0194,ADA_2086,ADAUSDT,2024-03-09 20:00:00,2024-03-10 12:00:00,DOWN,0.774363,0,0.006957,0,0.171212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0195,ADA_2088,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.002421,0,0.01,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0196,ADA_2097,ADAUSDT,2024-07-03 08:00:00,2024-07-04 00:00:00,DOWN,1.031579,0,0.000829,0,0.035455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0197,ADA_2098,ADAUSDT,2024-01-24 20:00:00,2024-01-25 12:00:00,DOWN,0.944831,0,0.003964,0,0.256667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0198,ADA_2106,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,DOWN,0.533471,0,0.000979,0,0.114545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0199,ADA_2117,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.003393,0,0.547879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0200,ADA_2118,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.003721,0,0.030909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0201,ADA_2126,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.008871,0,0.543333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0202,ADA_2134,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.010079,0,0.294545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0203,ADA_2173,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.021393,0,0.206667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0204,ADA_2179,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.00045,0,0.037576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0205,ADA_2184,ADAUSDT,2024-05-14 20:00:00,2024-05-15 12:00:00,UP,1.825551,0,4.3e-05,0,0.080909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0206,ADA_2202,ADAUSDT,2024-05-15 08:00:00,2024-05-16 00:00:00,UP,0.739673,0,0.001079,0,0.085455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0207,ADA_2204,ADAUSDT,2024-03-05 04:00:00,2024-03-05 20:00:00,UP,1.320538,0,0.037086,0,0.215455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0208,ADA_2206,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.001014,0,0.114545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0209,ADA_2265,ADAUSDT,2024-03-05 04:00:00,2024-03-05 20:00:00,UP,1.320538,0,0.035636,0,0.233939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0210,ADA_2266,ADAUSDT,2024-05-15 00:00:00,2024-05-15 16:00:00,UP,0.803587,0,0.0003,0,0.105455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0211,ADA_2269,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.003729,0,0.168788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0212,ADA_2271,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.00425,0,0.168182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0213,ADA_2272,ADAUSDT,2024-06-21 20:00:00,2024-06-22 12:00:00,UP,1.110517,0,0.002257,0,0.038485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0214,ADA_2289,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.005071,0,0.162727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0215,ADA_2297,ADAUSDT,2024-03-09 16:00:00,2024-03-10 08:00:00,DOWN,0.570513,0,0.004386,0,0.235455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0216,ADA_2301,ADAUSDT,2024-09-02 20:00:00,2024-09-03 12:00:00,DOWN,1.311663,0,0.003336,0,0.085455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0217,ADA_2312,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.002321,0,0.077879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0218,ADA_2332,ADAUSDT,2024-01-10 20:00:00,2024-01-11 12:00:00,DOWN,0.604425,0,0.015564,0,0.35303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0219,ADA_2337,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.000821,0,0.075152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0220,ADA_2344,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.001371,0,0.124545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0221,ADA_2355,ADAUSDT,2024-08-30 00:00:00,2024-08-30 16:00:00,UP,0.56701,0,0.001971,0,0.062121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0222,ADA_2366,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.00055,0,0.131212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0223,ADA_2367,ADAUSDT,2024-07-07 04:00:00,2024-07-07 20:00:00,DOWN,1.069919,0,0.000614,0,0.039394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0224,ADA_2377,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.000479,0,0.072121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0225,ADA_2380,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.000536,0,0.062121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0226,ADA_2385,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.00465,0,0.629091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0227,ADA_2388,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.003014,0,0.100909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0228,ADA_2391,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.00755,0,0.630909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0229,ADA_2397,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.001057,0,0.054242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0230,ADA_2398,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.008314,0,0.631515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0231,ADA_2403,ADAUSDT,2023-08-23 20:00:00,2023-08-24 12:00:00,DOWN,1.0,0,0.005936,0,0.629091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0232,ADA_2405,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.006121,0,0.633636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0233,ADA_2406,ADAUSDT,2024-06-07 00:00:00,2024-06-07 16:00:00,DOWN,2.764628,0,0.002114,0,0.106061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0234,ADA_2414,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.008286,0,0.279697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0235,ADA_2424,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.016586,0,0.285152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0236,ADA_2429,ADAUSDT,2024-06-24 04:00:00,2024-06-24 20:00:00,UP,1.157025,0,0.002086,0,0.081818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0237,ADA_2434,ADAUSDT,2024-05-15 08:00:00,2024-05-16 00:00:00,UP,0.739673,0,0.002286,0,0.155758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0238,ADA_2443,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.006679,0,0.059091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0239,ADA_2452,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.003764,0,0.647879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0240,ADA_2458,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.010929,0,0.392727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0241,ADA_2466,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.012914,0,0.395152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0242,ADA_2470,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.007386,0,0.075758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0243,ADA_2475,ADAUSDT,2023-07-12 00:00:00,2023-07-12 16:00:00,DOWN,1.108434,0,0.004764,0,0.728788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0244,ADA_2502,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.022657,0,0.308788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0245,ADA_2503,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.003536,0,0.354545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0246,ADA_2505,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.021371,0,0.309697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0247,ADA_2506,ADAUSDT,2024-07-07 16:00:00,2024-07-08 08:00:00,UP,2.309554,0,0.002843,0,0.080606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0248,ADA_2510,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.006371,0,0.084848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0249,ADA_2513,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.0103,0,0.409394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0250,ADA_2515,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.006321,0,0.086364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0251,ADA_2522,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.000993,0,0.175152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0252,ADA_2524,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.005107,0,0.083636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0253,ADA_2529,ADAUSDT,2023-09-03 08:00:00,2023-09-04 00:00:00,UP,0.704142,0,0.005836,0,0.648182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0254,ADA_2540,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.000421,0,0.183939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0255,ADA_2543,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.004214,0,0.67697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0256,ADA_2545,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.00465,0,0.676061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0257,ADA_2547,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.002121,0,0.149091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0258,ADA_2554,ADAUSDT,2024-03-21 16:00:00,2024-03-22 08:00:00,DOWN,0.98703,0,0.010836,0,0.291515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0259,ADA_2575,ADAUSDT,2024-06-23 12:00:00,2024-06-24 04:00:00,DOWN,1.018182,0,0.000643,0,0.127273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0260,ADA_2601,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.003843,0,0.687273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0261,ADA_2611,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000736,0,0.008182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0262,ADA_2612,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000593,0,0.008485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0263,ADA_2614,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.0007,0,0.009091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
